"model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
" 2 Series",2017,13300,"Manual",19029,"Petrol",150,52.3,1.5
" 7 Series",2019,47980,"Automatic",339,"Petrol",145,34.5,3
" 8 Series",2020,61995,"Semi-Auto",101,"Diesel",145,40.4,3
" 4 Series",2017,16600,"Automatic",46913,"Diesel",145,65.7,2
" 1 Series",2019,30123,"Semi-Auto",7500,"Petrol",145,34.5,2
" 3 Series",2014,11891,"Semi-Auto",54335,"Diesel",30,62.8,2
" X3",2019,38975,"Semi-Auto",6436,"Diesel",150,36.7,3
" X3",2013,14000,"Semi-Auto",47111,NA,160,50.4,2
" X1",2019,25995,"Semi-Auto",1000,"Diesel",145,60.1,2
" 1 Series",2019,19750,"Automatic",7841,"Diesel",145,NA,2
" 3 Series",2011,4990,"Manual",131000,"Diesel",30,62.8,2
" 4 Series",2018,21415,"Semi-Auto",14299,"Petrol",145,48.7,2
" 1 Series",2015,10690,"Manual",61676,"Diesel",20,70.6,2
" X5",2016,36602,"Automatic",31525,"Diesel",235,42.8,3
" 2 Series",2019,21730,"Automatic",5054,"Petrol",145,39.2,1.5
" 5 Series",2007,6470,"Automatic",75000,"Diesel",330,35.8,2.5
" 2 Series",2019,27995,"Automatic",110,"Diesel",145,64.2,2
" 3 Series",2016,13994,"Semi-Auto",46889,"Diesel",30,67.3,2
" 3 Series",2015,11999,"Manual",40461,"Diesel",20,72.4,2
" X3",2018,30990,"Automatic",13034,"Diesel",145,54.3,2
" 5 Series",2014,13800,"Automatic",69722,"Diesel",160,51.4,3
" 1 Series",2019,17498,"Automatic",10565,"Diesel",145,72.4,1.5
" 3 Series",2013,9000,"Manual",73070,"Diesel",30,61.4,2
" 3 Series",2019,24450,"Semi-Auto",9522,"Diesel",145,62.8,2
" Z4",2015,15980,"Semi-Auto",39887,"Petrol",200,41.5,2
" 2 Series",2017,21000,"Semi-Auto",29484,"Petrol",145,39.8,3
" 1 Series",2017,11400,"Manual",26265,"Diesel",0,83.1,1.5
" 3 Series",2018,18650,"Semi-Auto",29751,"Diesel",145,60.1,2
" 4 Series",2019,28750,"Automatic",2000,"Diesel",145,60.1,2
" 3 Series",2015,9773,"Manual",71339,"Diesel",30,67.3,2
" 3 Series",2014,11000,"Semi-Auto",69382,"Diesel",125,57.6,3
" 3 Series",2014,10990,"Automatic",82000,"Diesel",125,58.9,2
" X3",2019,34991,"Semi-Auto",2549,"Diesel",145,54.3,2
" X2",2020,40195,"Semi-Auto",103,"Petrol",145,34,2
" 1 Series",2013,13990,"Semi-Auto",38748,"Petrol",235,37.7,3
" 2 Series",2016,15499,"Manual",11448,"Petrol",145,47.1,1.5
" X1",2016,14200,"Automatic",45356,"Diesel",125,60.1,2
" X4",2016,20500,"Automatic",42576,"Diesel",200,47.9,3
" 3 Series",2017,22980,"Semi-Auto",12600,"Diesel",160,51.4,3
" X5",2016,32809,"Automatic",25898,"Diesel",205,47.1,3
" X1",2019,24775,"Manual",6786,"Petrol",145,51.4,1.5
" 5 Series",2012,10750,"Automatic",53632,"Diesel",125,57.6,2
" 1 Series",2017,14495,"Semi-Auto",20031,"Petrol",30,58.9,1.5
" 3 Series",2016,10599,"Automatic",95217,"Diesel",0,74.3,2
" 2 Series",2019,23074,"Semi-Auto",28,"Petrol",145,50.4,1.5
" X2",2019,28551,"Semi-Auto",5282,"Petrol",150,39.8,2
" X1",2017,25990,"Manual",10,"Diesel",20,68.9,2
" X1",2019,28995,"Semi-Auto",1501,"Petrol",145,48.7,2
" 1 Series",2018,15999,"Automatic",18899,"Diesel",145,49.6,2
" 5 Series",2016,14499,"Automatic",53689,"Diesel",30,62.8,2
" X5",2019,47980,"Automatic",8548,"Diesel",145,37.7,3
" X2",2020,29995,"Semi-Auto",1501,"Petrol",145,38.7,2
" 1 Series",2016,17052,"Semi-Auto",16264,"Diesel",30,65.7,2
" 2 Series",2017,15450,"Manual",20663,"Petrol",30,55.4,1.5
" X3",2015,14999,"Automatic",85938,"Diesel",145,54.3,2
" 4 Series",2018,18300,"Automatic",37491,"Petrol",145,45.6,2
" 4 Series",2019,25771,"Semi-Auto",6459,"Diesel",150,58.9,2
" 1 Series",2019,26991,"Manual",3250,"Petrol",145,NA,1.5
" 3 Series",2013,7999,"Manual",76429,"Diesel",20,68.9,2
" 6 Series",2016,22910,"Semi-Auto",25596,"Diesel",200,49.6,3
" 3 Series",2018,24280,"Semi-Auto",20606,"Petrol",150,46.3,2
" 1 Series",2015,8999,"Manual",59828,"Diesel",20,72.4,1.5
" 2 Series",2019,21980,"Automatic",7995,"Diesel",145,65.7,2
" M5",2018,59973,"Semi-Auto",10455,"Petrol",150,26.9,4.4
" X5",2019,47712,"Semi-Auto",11126,"Diesel",145,37.7,3
" 4 Series",2016,16107,"Automatic",46000,"Diesel",30,65.7,2
" 3 Series",2014,12681,"Semi-Auto",54931,"Diesel",125,60.1,2
" 3 Series",2015,15991,"Semi-Auto",48000,"Diesel",150,53.3,3
" 8 Series",2019,64103,"Semi-Auto",1897,"Diesel",145,39.8,3
" 3 Series",2017,17995,"Manual",20438,"Diesel",30,64.2,2
" 2 Series",2015,18998,"Semi-Auto",24859,"Petrol",260,37.2,3
" 3 Series",2014,11998,"Semi-Auto",59752,NA,205,43.5,2
" X3",2013,12750,"Automatic",71558,"Diesel",160,50.4,2
" 1 Series",2018,23980,"Semi-Auto",10812,"Petrol",150,32.5,3
" 3 Series",2018,18600,"Automatic",33254,"Diesel",150,64.2,2
" 4 Series",2017,17940,"Automatic",38013,"Diesel",145,60.1,2
" X5",2017,32990,"Automatic",39593,NA,200,47.1,3
" 3 Series",2017,16550,"Automatic",20771,"Diesel",145,64.2,2
" 7 Series",2016,29990,"Automatic",33000,"Diesel",145,54.3,3
" X5",2013,17990,"Automatic",53102,"Diesel",300,38.2,3
" 3 Series",2019,28950,"Semi-Auto",4416,"Diesel",145,52.3,2
" 2 Series",2019,20746,"Automatic",5063,"Diesel",145,67.3,2
" 1 Series",2017,14600,"Automatic",5615,"Petrol",145,58.9,1.5
" 3 Series",2017,17200,"Automatic",34544,"Diesel",145,56.5,3
" X2",2019,22000,"Manual",4931,"Petrol",145,41.5,1.5
" 5 Series",2019,42650,"Semi-Auto",101,"Petrol",145,50.4,2
" X4",2016,21900,"Automatic",20737,"Diesel",145,54.3,2
" 5 Series",2017,24171,"Semi-Auto",10131,"Diesel",125,60.1,2
" X3",2020,42990,"Semi-Auto",6235,"Diesel",150,36.7,3
" X5",2019,43706,"Automatic",8093,"Diesel",145,37.7,3
" 3 Series",2015,13990,"Manual",30441,"Diesel",30,64.2,2
" X1",2017,18199,"Automatic",29825,"Diesel",145,65.7,2
" 5 Series",2017,22490,"Semi-Auto",32466,"Diesel",145,60.1,2
" M3",2018,43990,"Semi-Auto",12879,"Petrol",150,34,3
" 2 Series",2019,19780,"Semi-Auto",12320,"Petrol",145,40.9,1.5
" 1 Series",2019,25490,"Manual",10,"Diesel",145,53.3,2
" 3 Series",2015,14490,"Semi-Auto",28425,"Diesel",125,61.4,2
" 4 Series",2019,36999,"Automatic",3500,"Diesel",145,NA,3
" 3 Series",2014,12579,"Automatic",50750,"Diesel",125,57.6,2
" 2 Series",2019,19980,"Semi-Auto",8406,"Petrol",150,40.9,1.5
" 3 Series",2019,29995,"Semi-Auto",1425,"Petrol",145,42.2,2
" 1 Series",2015,8990,"Manual",43000,"Petrol",125,50.4,1.6
" 1 Series",2013,10599,"Automatic",21061,"Petrol",145,48.7,1.6
" 5 Series",2016,15495,"Semi-Auto",26109,"Diesel",30,65.7,2
" 3 Series",2018,15800,"Manual",27692,"Diesel",145,68.9,2
" X1",2013,7990,"Manual",64000,"Diesel",160,51.4,2
" X2",2019,23250,"Automatic",8579,"Petrol",145,42.2,1.5
" X1",2016,15994,"Manual",24984,"Diesel",125,58.9,2
" 1 Series",2019,27515,"Semi-Auto",3260,"Petrol",145,42.8,1.5
" X6",2018,36555,"Semi-Auto",17500,"Diesel",145,40.9,3
" 3 Series",2017,18690,"Automatic",40097,"Diesel",145,64.2,2
" X2",2019,28874,"Semi-Auto",5000,"Diesel",145,58.9,2
" 1 Series",2014,10999,"Manual",47208,"Diesel",30,62.8,2
" 3 Series",2015,14998,"Semi-Auto",81455,"Diesel",200,49.6,3
" M3",2017,53995,"Automatic",3824,"Petrol",145,34,3
" 5 Series",2013,10850,"Automatic",76541,"Diesel",150,55.4,2
" 3 Series",2016,17297,"Automatic",59300,"Diesel",200,49.6,3
" X5",2019,43716,"Automatic",7329,"Diesel",145,37.7,3
" 2 Series",2018,16347,"Manual",11141,"Petrol",145,42.2,1.5
" 1 Series",2019,19812,"Semi-Auto",7233,"Diesel",150,68.9,1.5
" 4 Series",2015,14000,"Automatic",76660,"Diesel",125,57.6,2
" 4 Series",2019,28999,"Semi-Auto",1000,"Diesel",145,65.7,2
" X1",2017,18495,"Automatic",8000,"Diesel",30,65.7,2
" 1 Series",2016,14490,"Manual",25863,"Petrol",125,52.3,1.5
" 2 Series",2017,20740,"Manual",9885,"Petrol",145,36.2,3
" 3 Series",2017,14200,"Manual",24589,"Diesel",150,67.3,2
" 1 Series",2018,24995,"Semi-Auto",12386,"Petrol",150,39.8,3
" 3 Series",2018,21700,"Automatic",20778,"Diesel",145,57.7,2
" X7",2019,71000,"Semi-Auto",5665,"Diesel",145,31.4,3
" 2 Series",2016,11500,"Automatic",83280,"Diesel",30,65.7,2
" 2 Series",2017,14600,"Automatic",24170,"Petrol",145,53.3,1.5
" 5 Series",2019,30995,"Automatic",999,"Diesel",145,65.7,2
" X2",2019,29000,"Semi-Auto",3351,"Petrol",145,39.2,2
" X3",2019,35980,"Semi-Auto",8088,"Diesel",145,54.3,2
" 1 Series",2019,21875,"Manual",9261,"Petrol",145,41.5,1.5
" X5",2019,52995,"Semi-Auto",6997,"Diesel",145,37.7,3
" X6",2018,37790,"Semi-Auto",16334,"Diesel",145,40.9,3
" X2",2020,36950,"Semi-Auto",10,"Diesel",145,50.4,2
" 2 Series",2019,22753,"Semi-Auto",8020,"Diesel",145,65.7,2
" 1 Series",2019,22480,"Manual",100,"Petrol",145,44.1,1.5
" 3 Series",2017,26590,"Automatic",21337,"Diesel",200,49.6,3
" 3 Series",2013,14950,"Automatic",66500,"Diesel",160,52.3,3
" 1 Series",2017,12995,"Manual",25656,"Diesel",150,72.4,1.5
" 2 Series",2018,14999,"Manual",18483,"Petrol",145,50.4,1.5
" 4 Series",2019,26800,"Semi-Auto",7667,"Diesel",145,58.9,2
" 3 Series",2013,12077,"Semi-Auto",21388,"Diesel",30,62.8,2
" 5 Series",2018,23200,"Automatic",9621,"Diesel",145,68.9,2
" X7",2019,65000,"Semi-Auto",3670,"Diesel",145,33.6,3
" 2 Series",2018,17798,"Semi-Auto",9816,"Petrol",150,38.2,2
" X1",2017,23995,"Semi-Auto",15991,"Diesel",150,55.4,2
" 5 Series",2019,26380,"Semi-Auto",7609,"Diesel",145,65.7,2
" 1 Series",2018,17498,"Manual",10374,"Diesel",145,49.6,2
" M3",2004,17850,"Manual",60000,"Petrol",325,23.3,3.2
" 5 Series",2019,26000,"Semi-Auto",12209,"Diesel",145,62.8,2
" X4",2019,42995,"Automatic",5980,"Diesel",145,37.2,3
" X1",2017,20998,"Semi-Auto",12624,"Diesel",150,57.6,2
" 4 Series",2019,29641,"Semi-Auto",6650,"Petrol",145,48.7,2
" 3 Series",2015,12990,"Manual",62000,"Diesel",145,55.4,2
" 3 Series",2017,24488,"Automatic",24122,"Diesel",145,51.4,3
" 3 Series",2014,9999,"Manual",59776,"Petrol",165,44.8,2
" X5",2019,48090,"Automatic",123,"Diesel",145,36.7,3
" 1 Series",2017,12700,"Manual",21809,"Petrol",145,53.3,1.5
" 4 Series",2016,15980,"Semi-Auto",66037,"Diesel",30,65.7,2
" 3 Series",2018,20995,"Semi-Auto",19252,"Diesel",145,64.2,2
" X5",2015,28000,"Automatic",36174,"Diesel",205,47.1,3
" 3 Series",2015,11998,"Manual",40325,"Petrol",125,52.3,1.5
" 1 Series",2017,19295,"Automatic",22595,"Petrol",200,39.8,3
" 2 Series",2016,12999,"Automatic",24479,"Petrol",125,53.3,1.5
" 3 Series",2016,24495,"Automatic",45853,"Diesel",200,49.6,3
" 2 Series",2015,11837,"Semi-Auto",27494,"Diesel",20,68.9,2
" 1 Series",2016,11557,"Manual",26146,"Petrol",125,53.3,1.5
" 1 Series",2014,9300,"Manual",51203,"Diesel",30,65.7,2
" 4 Series",2015,14990,"Automatic",35000,"Diesel",30,65.7,2
" 1 Series",2014,7999,"Manual",67610,"Diesel",0,74.3,1.6
" X1",2018,24995,"Automatic",8493,"Petrol",145,44.8,2
" 2 Series",2018,17498,"Semi-Auto",22480,"Petrol",145,50.4,1.5
" 3 Series",2017,14400,"Manual",14358,"Petrol",150,48.7,2
" 1 Series",2013,7990,"Manual",60000,"Diesel",30,65.7,1.6
" 7 Series",2014,14500,"Automatic",39554,"Diesel",160,50.4,3
" X7",2020,64995,"Semi-Auto",3452,NA,150,33.6,3
" X1",2016,17207,"Automatic",42761,"Diesel",145,55.4,2
" 3 Series",2018,17995,"Semi-Auto",40456,"Diesel",145,64.2,2
" 2 Series",2020,19950,"Manual",100,"Petrol",145,52.3,1.5
" 4 Series",2017,17490,"Semi-Auto",35519,"Diesel",30,65.7,2
" 2 Series",2020,22980,"Manual",10,"Petrol",145,47.1,1.5
" 3 Series",2016,10740,"Automatic",91855,"Diesel",0,74.3,2
" X1",2017,17299,"Automatic",9799,"Diesel",30,65.7,2
" 3 Series",2019,29450,"Semi-Auto",5392,"Diesel",145,52.3,2
" 3 Series",2014,16500,"Automatic",67455,"Diesel",160,50.4,3
" 5 Series",2014,14790,"Semi-Auto",40715,"Diesel",30,62.8,2
" 4 Series",2016,16099,"Manual",37683,"Diesel",30,62.8,2
" 5 Series",2019,27995,"Semi-Auto",15808,"Petrol",145,48.7,2
" Z4",2019,30990,"Semi-Auto",2389,"Petrol",145,38.7,2
" X1",2018,22470,"Automatic",9365,"Petrol",145,44.8,2
" X3",2019,30000,"Automatic",6797,"Petrol",145,30.4,2
" 1 Series",2019,30488,"Automatic",5000,"Petrol",145,34.5,2
" 1 Series",2017,13980,"Manual",38120,"Diesel",30,65.7,2
" 3 Series",2016,18998,"Automatic",24709,"Diesel",145,53.3,3
" X1",2019,25450,"Semi-Auto",5269,"Petrol",145,40.9,1.5
" X3",2019,33990,"Semi-Auto",38,"Diesel",145,54.3,2
" 4 Series",2019,25995,"Semi-Auto",3144,"Petrol",145,45.6,2
" 3 Series",2019,28750,"Semi-Auto",3858,"Diesel",145,52.3,2
" 3 Series",2019,27280,"Semi-Auto",7311,"Petrol",145,42.2,2
" 3 Series",2017,18000,"Automatic",24599,"Diesel",150,62.8,2
" 5 Series",2019,25850,"Automatic",7999,"Petrol",145,50.4,2
" X2",2019,28226,"Automatic",123,"Diesel",145,47.9,2
" 3 Series",2015,10999,"Manual",55988,"Diesel",20,72.4,2
" X1",2016,14200,"Manual",45479,"Diesel",125,58.9,2
" 3 Series",2016,15491,"Semi-Auto",42328,"Diesel",30,62.8,2
" 1 Series",2019,19000,"Automatic",14759,"Diesel",150,67.3,2
" 5 Series",2015,13498,"Semi-Auto",88333,"Diesel",30,62.8,2
" 2 Series",2016,13450,"Manual",50000,"Diesel",30,64.2,2
" 3 Series",2015,11490,"Automatic",57855,"Petrol",200,43.5,2
" 1 Series",2017,17500,"Automatic",9020,"Diesel",150,65.7,2
" X4",2018,43990,"Semi-Auto",12,"Diesel",145,42.8,2
" 3 Series",2016,12400,"Manual",34657,"Diesel",20,68.9,2
" X3",2019,34950,"Automatic",5325,"Diesel",145,54.3,2
" X3",2014,13999,"Automatic",106870,"Diesel",150,54.3,2
" 4 Series",2019,29676,"Automatic",7365,"Petrol",145,41.5,3
" 5 Series",2018,23699,"Automatic",16042,"Diesel",145,68.9,2
" X3",2018,32340,"Semi-Auto",10488,"Diesel",145,48.7,3
" X4",2019,34995,"Semi-Auto",8098,NA,145,42.8,2
" X4",2015,17000,"Automatic",59016,"Diesel",145,54.3,2
" 1 Series",2017,11400,"Manual",26505,"Diesel",0,83.1,1.5
" 5 Series",2017,20762,"Semi-Auto",17590,"Diesel",145,68.9,2
" 1 Series",2016,10600,"Manual",35590,"Diesel",20,72.4,1.5
" 1 Series",2019,27480,"Semi-Auto",1178,"Diesel",145,51.4,2
" X1",2019,24550,"Manual",4957,"Petrol",145,51.4,1.5
" 3 Series",2014,15690,"Automatic",44900,"Diesel",125,58.9,2
" 1 Series",2016,8999,"Manual",106600,"Diesel",0,83.1,1.5
" 1 Series",2016,9295,"Manual",60740,"Diesel",0,83.1,1.5
" 1 Series",2016,10500,"Manual",36792,"Diesel",20,68.9,2
" 2 Series",2019,23950,"Semi-Auto",4413,"Diesel",145,46.3,2
" 3 Series",2016,12300,"Manual",32759,"Diesel",20,72.4,2
" X1",2017,19229,"Semi-Auto",29866,"Diesel",145,55.4,2
" X3",2013,5299,"Semi-Auto",26000,"Diesel",165,50.4,2
" 1 Series",2014,14112,"Semi-Auto",64995,"Petrol",235,37.7,3
" 2 Series",2019,22999,"Semi-Auto",3880,"Petrol",145,47.9,2
" 3 Series",2015,17990,"Semi-Auto",31835,"Diesel",145,56.5,3
" X1",2019,21480,"Semi-Auto",7970,"Petrol",145,46.3,1.5
" 5 Series",2018,26691,"Automatic",28869,"Petrol",145,NA,3
" i8",2019,72000,"Automatic",176,"Hybrid",135,141.2,1.5
" 3 Series",2019,26850,"Automatic",5900,"Diesel",145,62.8,2
" X3",2019,32980,"Semi-Auto",1961,"Diesel",150,54.3,2
" X2",2019,27990,"Automatic",9182,"Petrol",145,39.8,2
" 2 Series",2019,21773,"Automatic",123,"Diesel",145,49.6,2
" 1 Series",2016,10800,"Manual",27109,"Petrol",125,53.3,1.5
" 1 Series",2016,13235,"Automatic",54013,"Diesel",30,62.8,2
" 8 Series",2019,72990,"Semi-Auto",8200,"Petrol",145,NA,4.4
" 3 Series",2019,27980,"Semi-Auto",7759,"Petrol",145,42.2,2
" X3",2017,20495,"Semi-Auto",33275,"Diesel",150,54.3,2
" 5 Series",2019,28749,"Automatic",6890,"Diesel",145,62.8,2
" 5 Series",2019,30490,"Semi-Auto",4754,"Hybrid",140,156.9,2
" 1 Series",2017,13698,"Semi-Auto",12102,"Diesel",0,78.5,1.5
" X5",2017,41500,"Automatic",18000,"Diesel",145,42.8,3
" 4 Series",2016,13795,"Automatic",80950,"Diesel",30,65.7,2
" X5",2019,49490,"Semi-Auto",3252,"Diesel",145,37.7,3
" M4",2019,39990,"Semi-Auto",7603,"Petrol",145,32.5,3
" 1 Series",2016,15200,"Automatic",23377,"Diesel",30,65.7,2
" 1 Series",2014,9999,"Manual",42994,"Petrol",145,50.4,1.6
" X3",2016,24950,"Semi-Auto",30205,"Diesel",200,47.1,3
" 5 Series",2018,25995,"Semi-Auto",15255,"Hybrid",135,156.9,2
" 2 Series",2018,21991,"Automatic",4828,"Hybrid",135,113,1.5
" 2 Series",2019,21460,"Manual",7710,"Diesel",145,60.1,2
" 2 Series",2019,19980,"Manual",1900,"Petrol",145,42.8,1.5
" 3 Series",2016,16099,"Automatic",40217,"Hybrid",0,148.7,2
" 2 Series",2020,25485,"Semi-Auto",877,"Diesel",145,64.2,2
" 3 Series",2017,19995,"Semi-Auto",20766,"Hybrid",0,134.5,2
" 3 Series",2016,14700,"Automatic",42043,"Diesel",125,60.1,2
" 3 Series",2018,19495,"Manual",30815,"Diesel",145,64.2,2
" 1 Series",2016,11000,"Manual",34683,"Diesel",0,83.1,1.5
" 1 Series",2015,7495,"Manual",91000,"Diesel",0,74.3,1.6
" 4 Series",2019,29840,"Automatic",6000,"Diesel",145,60.1,2
" 1 Series",2015,14999,"Manual",40052,"Petrol",300,35.3,3
" 5 Series",2010,7990,"Automatic",85724,"Diesel",200,46.3,3
" 3 Series",2019,40406,"Automatic",1683,"Petrol",145,34.9,3
" X5",2016,25990,"Automatic",62000,"Diesel",200,47.1,3
" 3 Series",2016,16899,"Automatic",72974,"Diesel",160,51.4,3
" 4 Series",2017,15991,"Semi-Auto",37847,"Diesel",150,65.7,2
" 1 Series",2016,14398,"Semi-Auto",21037,"Diesel",20,68.9,1.5
" 3 Series",2015,13000,"Manual",61443,"Petrol",200,39.8,2
" 1 Series",2018,17495,"Semi-Auto",7700,"Petrol",145,36.7,1.5
" 4 Series",2019,25590,"Semi-Auto",8268,"Diesel",150,60.1,2
" 3 Series",2019,23775,"Semi-Auto",2552,"Petrol",145,47.9,2
" 1 Series",2016,10999,"Manual",27681,"Diesel",0,83.1,1.5
" 1 Series",2017,20750,"Semi-Auto",16977,"Petrol",200,39.8,3
" 5 Series",2017,22400,"Automatic",16942,"Petrol",145,48.7,2
" 1 Series",2013,8999,"Manual",31128,"Diesel",30,62.8,2
" 1 Series",2017,15500,"Manual",15645,"Petrol",125,52.3,1.5
" 5 Series",2020,35793,"Semi-Auto",15,"Petrol",145,48.7,2
" 1 Series",2014,13798,"Manual",50026,"Petrol",305,35.3,3
" 3 Series",2020,23899,"Automatic",1255,"Petrol",150,47.9,2
" 3 Series",2012,8990,"Manual",62000,"Diesel",145,55.4,2
" 2 Series",2017,17950,"Semi-Auto",10816,"Petrol",145,51.4,1.5
" 4 Series",2017,15490,"Automatic",51000,"Diesel",30,65.7,2
" 7 Series",2017,30972,"Semi-Auto",15405,"Diesel",145,54.3,3
" 2 Series",2019,20480,"Automatic",8719,"Diesel",145,52.3,2
" M4",2019,49995,"Semi-Auto",1501,"Petrol",145,34,3
" 3 Series",2017,13100,"Manual",32903,"Petrol",145,48.7,2
" 5 Series",2018,30500,"Semi-Auto",9671,"Petrol",145,39.2,3
" 5 Series",2019,26350,"Semi-Auto",5453,"Diesel",145,65.7,2
" X3",2020,36853,"Semi-Auto",2479,"Diesel",145,54.3,2
" X6",2016,29980,"Automatic",38494,"Diesel",200,47.1,3
" X6",2019,59995,"Semi-Auto",101,"Diesel",145,34.9,3
" 3 Series",2018,24475,"Semi-Auto",10548,"Petrol",145,46.3,2
" X1",2019,31490,"Manual",105,"Diesel",145,60.1,2
" 4 Series",2015,17310,"Semi-Auto",31911,"Diesel",125,57.6,2
" 3 Series",2013,8995,"Manual",67000,"Diesel",20,68.9,2
" X1",2016,20845,"Semi-Auto",17699,"Petrol",160,44.8,2
" 1 Series",2019,24990,"Semi-Auto",3225,"Petrol",145,40.4,1.5
" 3 Series",2014,16800,"Semi-Auto",50687,"Diesel",160,52.3,3
" i8",2017,59950,"Automatic",9992,"Hybrid",135,134.5,1.5
" X1",2020,36991,"Semi-Auto",800,"Diesel",145,60.1,2
" 1 Series",2015,8869,"Manual",62574,"Diesel",0,83.1,1.5
" 2 Series",2019,19870,"Manual",151,"Petrol",145,42.8,1.5
" 2 Series",2019,19190,"Automatic",12790,"Diesel",145,51.4,2
" 3 Series",2018,19900,"Semi-Auto",12030,"Diesel",145,64.2,2
" 3 Series",2016,17150,"Automatic",56000,"Diesel",125,57.6,2
" Z4",2016,14799,"Manual",20266,"Petrol",200,41.5,2
" 1 Series",2015,10950,"Manual",33000,"Diesel",20,72.4,1.5
" 3 Series",2016,18980,"Semi-Auto",29902,"Diesel",145,53.3,3
" 3 Series",2016,13988,"Automatic",42102,"Petrol",125,51.4,2
" 3 Series",2018,16980,"Semi-Auto",31500,"Diesel",145,74.3,2
" 1 Series",2019,19895,"Semi-Auto",13171,"Diesel",150,67.3,2
" 4 Series",2019,35980,"Automatic",101,"Diesel",145,50.4,3
" 1 Series",2017,14498,"Manual",20790,"Diesel",145,70.6,1.5
" 4 Series",2017,21167,"Semi-Auto",19041,"Diesel",145,55.4,3
" 3 Series",2019,31995,"Manual",894,"Diesel",145,54.3,2
" 3 Series",2015,8659,"Manual",65412,"Diesel",20,68.9,2
" X2",2018,23146,"Manual",3752,"Diesel",145,49.6,2
" 5 Series",2017,15000,"Automatic",41026,"Diesel",30,62.8,2
" 4 Series",2015,13490,"Manual",73581,"Diesel",30,62.8,2
" 5 Series",2019,36450,"Semi-Auto",5700,"Diesel",150,51.4,3
" X1",2014,10422,"Manual",29387,"Diesel",160,51.4,2
" X1",2017,19500,"Semi-Auto",20935,"Diesel",125,60.1,2
" 4 Series",2019,24998,"Semi-Auto",3214,"Diesel",150,65.7,2
" 3 Series",2009,4740,"Manual",91000,"Diesel",125,57.6,2
" 5 Series",2013,6990,"Automatic",108000,"Diesel",125,57.6,2
" X5",2020,63995,"Automatic",5000,"Hybrid",135,188.3,3
" 1 Series",2013,7940,"Manual",67916,NA,30,65.7,2
" X4",2015,20000,"Automatic",44147,"Diesel",200,47.9,3
" 4 Series",2015,18272,"Semi-Auto",33864,"Diesel",125,60.1,2
" X3",2015,22000,"Semi-Auto",26000,"Diesel",205,47.9,3
" 2 Series",2019,22050,"Semi-Auto",4488,"Petrol",145,39.8,1.5
" 3 Series",2020,24850,"Semi-Auto",10,"Diesel",145,52.3,2
" 1 Series",2016,9400,"Manual",41103,"Diesel",0,83.1,1.5
" i3",2016,16482,"Automatic",43695,"Hybrid",0,470.8,NA
" 2 Series",2019,27016,"Automatic",1402,"Petrol",145,39.8,3
" 3 Series",2019,32420,"Semi-Auto",103,"Diesel",145,52.3,2
" M4",2019,47898,"Semi-Auto",5650,"Petrol",145,32.5,3
" X1",2014,11000,"Automatic",37905,"Diesel",165,52.3,2
" X2",2018,20500,"Automatic",6471,"Diesel",145,52.3,2
" X7",2019,69995,"Semi-Auto",4997,"Diesel",145,31.4,3
" 1 Series",2016,11941,"Manual",29378,"Petrol",30,56.5,1.5
" 3 Series",2013,8800,"Manual",60863,"Diesel",125,57.6,2
" 6 Series",2017,23990,"Semi-Auto",25975,"Diesel",160,51.4,3
" X1",2016,17397,"Manual",16243,"Diesel",125,58.9,2
" 3 Series",2013,10500,"Manual",68000,"Diesel",30,61.4,2
" 1 Series",2019,21480,"Automatic",123,"Diesel",145,67.3,2
" X1",2016,17995,"Manual",31345,"Diesel",125,60.1,2
" X1",2017,18700,"Automatic",25227,"Petrol",160,44.8,2
" 4 Series",2019,29582,"Automatic",5684,"Petrol",145,41.5,3
" 5 Series",2015,16899,"Automatic",18641,"Petrol",200,43.5,2
" 5 Series",2017,16950,"Automatic",64845,"Diesel",150,68.9,2
" 4 Series",2019,29990,"Semi-Auto",5496,"Petrol",145,45.6,2
" 2 Series",2017,18100,"Semi-Auto",20319,"Petrol",145,48.7,2
" X4",2017,22995,"Semi-Auto",35000,"Diesel",150,54.3,2
" X5",2016,34488,"Automatic",48761,"Diesel",235,42.8,3
" 4 Series",2019,33990,"Semi-Auto",5763,"Petrol",145,39.2,3
" 3 Series",2019,38980,"Semi-Auto",4025,"Diesel",150,43.5,3
" 5 Series",2015,12990,"Automatic",86000,"Diesel",160,51.4,3
" 1 Series",2016,11400,"Manual",21591,"Petrol",125,53.3,1.5
" 1 Series",2013,6395,"Manual",93000,"Diesel",0,74.3,1.6
" 1 Series",2014,8149,"Manual",69190,"Diesel",30,65.7,1.6
" 2 Series",2019,20690,"Semi-Auto",8841,"Diesel",145,51.4,2
" Z4",2016,18948,"Automatic",10000,"Petrol",205,41.5,2
" X3",2014,15159,"Automatic",77129,"Diesel",145,54.3,2
" 1 Series",2012,5995,"Manual",98000,"Diesel",125,58.9,2
" 5 Series",2020,28990,"Semi-Auto",103,"Petrol",145,50.4,2
" 3 Series",2020,43995,"Semi-Auto",2252,"Petrol",145,34.9,3
" 2 Series",2019,20780,"Manual",2896,"Petrol",150,52.3,1.5
" 1 Series",2016,11000,"Manual",56121,"Petrol",125,52.3,1.5
" 2 Series",2019,19555,"Manual",5500,"Petrol",145,40.9,1.5
" 5 Series",2016,16000,"Automatic",62794,"Diesel",160,51.4,3
